date,nation,visitor,growth,share,tourism,business,official_affairs,studying,others
2019-1,China,392814,28.73786981,35.55511707,320113,2993,138,8793,60777
2019-1,Japan,206526,23.60683014,18.69346843,198805,2233,127,785,4576
2019-1,Taiwan,87954,16.00369296,7.961057311,86393,74,22,180,1285
2019-1,Hong Kong,35896,3.533212195,3.249086036,34653,59,2,90,1092
2019-1,Macao,2570,-12.37640641,0.232620657,2506,2,0,17,45
2019-1,Phillipines,30473,0.062389177,2.758229295,14279,211,161,184,15638
2019-1,Indonesia,18842,10.61406599,1.705462422,14183,136,38,187,4298
2019-1,Thailand,41334,-8.026078636,3.741300485,34004,37,199,96,6998
2019-1,Vietnam,20183,23.93613755,1.826841527,10739,763,110,1667,6904
2019-1,India,8671,16.84409109,0.784845805,2318,2656,46,177,3474
2019-1,Malaysia,22065,-0.217066884,1.997188639,19043,95,7,99,2821
2019-1,Singapore,9855,1.976407285,0.892014232,8372,94,8,48,1333
2019-1,Mongolia,9785,-9.339386639,0.885678261,8358,77,304,484,562
2019-1,Uzbekistan,5754,5.947339348,0.520816833,1958,561,0,407,2828
2019-1,Myanmar,5289,-11.67334669,0.478727882,1304,10,31,67,3877
2019-1,*GCC,1776,-1.606648199,0.160752641,1550,37,14,72,103
2019-1,Kazakhstan,3574,-9.33536276,0.323496587,2185,24,7,92,1266
2019-1,Turkey,1785,-7.704239917,0.161567266,792,13,32,36,912
2019-1,Cambodia,2695,10.85972851,0.243934892,635,39,55,51,1915
2019-1,Sri Lanka,1287,-14.2,0.116491356,157,54,5,28,1043
2019-1,Bangladesh,1247,1.299756296,0.112870801,149,126,27,97,848
2019-1,Pakistan,1032,-10.7266436,0.093410318,238,178,10,193,413
2019-1,Israel,805,-0.494437577,0.072863669,727,12,0,9,57
2019-1,Iran,184,-66.78700361,0.016654553,60,45,10,23,46
2019-1,Asia others,4554,16.67947733,0.412200184,1561,308,70,205,2410
2019-1,USA,62737,4.744970365,5.678568939,42989,418,2578,229,16523
2019-1,Canada,12460,0.346299428,1.127802875,8034,57,30,43,4296
2019-1,Brazil,1605,14.07249467,0.145274768,1136,16,9,41,403
2019-1,Mexico,1853,32.07412687,0.167722209,1282,11,7,38,515
2019-1,America others,2266,10.86105675,0.205104439,1541,24,33,128,540
2019-1,Russia,25194,14.86277013,2.280406552,17260,181,37,191,7525
2019-1,UK,10148,7.968932865,0.918534798,7982,175,17,41,1933
2019-1,Germany,6850,-6.522925764,0.62002004,4925,278,19,177,1451
2019-1,France,5574,-5.381089798,0.504524336,3773,297,48,288,1168
2019-1,Italy,2731,-1.08656284,0.247193391,1968,83,17,40,623
2019-1,Netherland,2269,-2.576212967,0.205375981,1592,47,16,77,537
2019-1,Ukraine,2262,38.85819521,0.204742384,593,58,3,28,1580
2019-1,Spain,1368,-16.17647059,0.12382298,1010,36,15,52,255
2019-1,Romania,872,19.12568306,0.078928098,412,8,4,3,445
2019-1,Norway,801,-19.33534743,0.072501613,552,66,4,28,151
2019-1,Sweden,982,4.246284501,0.088884625,844,29,6,18,85
2019-1,Poland,1324,-11.96808511,0.11984037,713,10,0,27,574
2019-1,Swiss,747,-29.32828761,0.067613864,613,18,0,19,97
2019-1,Portugal,564,-4.72972973,0.051049825,416,14,0,13,121
2019-1,Austria,776,-2.389937107,0.070238767,544,8,2,13,209
2019-1,Finland,859,-13.84152457,0.077751418,412,23,1,18,405
2019-1,Belgium,709,-6.092715232,0.064174337,490,24,4,22,169
2019-1,Croatia,491,-0.405679513,0.044442312,226,12,0,3,250
2019-1,Greece,775,8.848314607,0.070148253,481,17,4,0,273
2019-1,Bulgaria,431,17.75956284,0.03901148,154,1,1,10,265
2019-1,Denmark,751,7.439198856,0.06797592,520,21,6,16,188
2019-1,Ireland,595,0.506756757,0.053855755,392,15,1,2,185
2019-1,Europe others,2965,23.23358271,0.268373638,1809,44,25,91,996
2019-1,Austrailia,14285,22.21937029,1.292990696,12795,93,17,34,1346
2019-1,New Zealand,2725,2.482136141,0.246650308,2029,20,17,5,654
2019-1,Oceania others,614,11.23188406,0.055575519,555,3,4,0,52
2019-1,South Africa,1000,10.74197121,0.090513874,368,9,1,6,616
2019-1,Africa others,2690,19.82182628,0.243482322,768,718,90,206,908
2019-1,Stateless,54,-18.18181818,0.004887749,33,4,0,1,16
2019-1,Overseas Korean,15526,-19.11856637,1.405318414,0,0,0,0,15526
2019-2,China,453379,31.2844406,37.72493306,324291,2694,143,38731,87520
2019-2,Japan,213200,26.72297478,17.74002706,204697,2125,119,2084,4175
2019-2,Taiwan,94559,7.360688496,7.868101401,92276,105,20,908,1250
2019-2,Hong Kong,51312,1.427159518,4.269588501,49695,54,3,489,1071
2019-2,Macao,3966,-17.95614398,0.330004443,3890,1,0,33,42
2019-2,Phillipines,29294,8.444082479,2.437506345,15541,171,57,189,13336
2019-2,Indonesia,18115,22.90521745,1.507319841,12172,147,72,697,5027
2019-2,Thailand,39220,-9.689601179,3.263432745,32074,56,180,332,6578
2019-2,Vietnam,42181,72.11114738,3.509812764,20071,806,98,9324,11882
2019-2,India,8309,17.14366277,0.691378447,2372,2303,102,360,3172
2019-2,Malaysia,27484,21.99387456,2.286899173,24047,136,2,604,2695
2019-2,Singapore,9792,7.687231937,0.814776477,8228,114,6,257,1187
2019-2,Mongolia,9176,3.089540501,0.763520114,6670,109,314,1152,931
2019-2,Uzbekistan,7149,28.00358102,0.594856723,2165,716,5,1217,3046
2019-2,Myanmar,5367,1.168708765,0.446579387,1107,13,25,231,3991
2019-2,*GCC,1478,16.10369207,0.122981989,1143,27,9,192,107
2019-2,Kazakhstan,3774,-19.47941114,0.314028434,1924,21,3,404,1422
2019-2,Turkey,1765,-6.9092827,0.146862794,664,13,29,151,908
2019-2,Cambodia,3715,43.88071263,0.309119139,1473,53,92,147,1950
2019-2,Sri Lanka,1516,31.4830876,0.126143907,241,52,0,48,1175
2019-2,Bangladesh,1656,33.33333333,0.137793081,228,83,38,265,1042
2019-2,Pakistan,1439,10.60722521,0.119736862,257,290,11,463,418
2019-2,Israel,761,6.732117812,0.063321579,694,15,1,14,37
2019-2,Iran,329,-39.85374771,0.027375558,99,67,5,64,94
2019-2,Asia others,5150,12.9881527,0.428523168,1635,383,157,537,2438
2019-2,USA,57732,-12.59216642,4.803786314,38475,386,1970,1144,15757
2019-2,Canada,13551,-17.56296386,1.127556786,8888,45,27,116,4475
2019-2,Brazil,1354,-12.75773196,0.112664149,881,12,13,101,347
2019-2,Mexico,1435,2.426837973,0.119404028,818,1,7,207,402
2019-2,America others,2308,-2.120441052,0.192044946,1578,19,24,257,430
2019-2,Russia,20001,-4.251041218,1.66425085,12512,139,24,391,6935
2019-2,UK,7876,-23.78556222,0.655349217,5864,150,8,105,1749
2019-2,Germany,6866,-28.30740315,0.571308751,4878,258,15,525,1190
2019-2,France,5830,-19.88456782,0.485104868,3685,235,30,958,922
2019-2,Italy,2384,-25.5,0.198368783,1685,52,14,125,508
2019-2,Netherland,2357,-39.78027593,0.196122157,1580,33,7,180,557
2019-2,Ukraine,2080,4.838709677,0.173073435,543,51,2,57,1427
2019-2,Spain,1373,-9.193121693,0.114245109,1006,17,5,129,216
2019-2,Romania,771,20.28081123,0.064153663,334,4,4,30,399
2019-2,Norway,577,-67.29024943,0.048011236,455,38,3,45,36
2019-2,Sweden,927,-51.23619148,0.07713417,729,19,9,91,79
2019-2,Poland,1266,-24.7771836,0.105341812,619,14,0,74,559
2019-2,Swiss,877,-63.44310129,0.072973751,710,17,0,67,83
2019-2,Portugal,670,-14.54081633,0.055749616,545,5,0,19,101
2019-2,Austria,746,-56.52680653,0.062073453,561,9,7,36,133
2019-2,Finland,933,-51.75801448,0.07763342,398,10,1,139,385
2019-2,Belgium,654,-19.65601966,0.054418282,452,16,2,41,143
2019-2,Croatia,447,-6.680584551,0.037194147,192,7,1,11,236
2019-2,Greece,607,-19.28191489,0.050507488,381,27,0,5,194
2019-2,Bulgaria,326,-12.8342246,0.027125933,146,0,1,15,164
2019-2,Denmark,694,-13.46633416,0.057746617,469,12,5,77,131
2019-2,Ireland,613,-9.453471196,0.051006738,389,7,0,14,203
2019-2,Europe others,2674,-44.25682718,0.222499214,1579,24,15,245,811
2019-2,Austrailia,8331,-4.994868286,0.693209031,6836,73,31,119,1272
2019-2,New Zealand,1863,-7.451564829,0.155017216,1221,14,5,11,612
2019-2,Oceania others,428,11.16883117,0.035613188,325,0,5,2,96
2019-2,South Africa,1191,8.767123288,0.099101183,374,6,5,8,798
2019-2,Africa others,3476,15.75091575,0.289232336,1142,806,58,520,950
2019-2,Stateless,39,-26.41509434,0.003245127,24,1,0,3,11
2019-2,Overseas Korean,14459,-14.2763977,1.203109996,0,0,0,0,14459
2019-3,China,487623,20.87438927,31.75371067,369165,3933,414,32532,81579
2019-3,Japan,375119,27.38525381,24.42751919,367157,2108,126,1231,4497
2019-3,Taiwan,98510,4.70430679,6.414910777,96643,64,12,460,1331
2019-3,Hong Kong,46068,-26.10202117,2.999919903,44679,61,5,265,1058
2019-3,Macao,3049,-31.23590438,0.19854901,2974,2,0,41,32
2019-3,Phillipines,38701,-6.013065546,2.520185382,21542,166,119,108,16766
2019-3,Indonesia,25626,26.84882685,1.668749402,18857,242,135,277,6115
2019-3,Thailand,53100,-4.727729434,3.45783943,45605,66,397,136,6896
2019-3,Vietnam,46991,24.79020608,3.060025097,32117,1047,186,5394,8247
2019-3,India,10646,13.70287301,0.69326099,3051,3283,52,197,4063
2019-3,Malaysia,40789,7.779098956,2.656154661,37653,107,7,286,2736
2019-3,Singapore,22105,-0.347128302,1.439464041,20524,161,7,49,1364
2019-3,Mongolia,8724,-18.19204801,0.568101529,6691,119,383,967,564
2019-3,Uzbekistan,8405,11.85786532,0.547328445,3150,896,0,863,3496
2019-3,Myanmar,7021,15.24950755,0.457203214,2026,17,52,102,4824
2019-3,*GCC,3021,1.375838926,0.196725667,2758,22,19,135,87
2019-3,Kazakhstan,4915,-10.2283105,0.320061785,3202,11,3,178,1521
2019-3,Turkey,2532,2.75974026,0.164882287,1369,15,73,38,1037
2019-3,Cambodia,2501,8.362218371,0.162863586,752,43,107,38,1561
2019-3,Sri Lanka,1494,0.201207243,0.097288364,177,53,11,28,1225
2019-3,Bangladesh,1704,14.20911528,0.110963435,206,148,107,230,1013
2019-3,Pakistan,1282,-11.7687543,0.083483054,285,233,14,256,494
2019-3,Israel,1613,6.609385327,0.105037571,1549,11,1,1,51
2019-3,Iran,382,-50.1305483,0.024875606,195,95,8,30,54
2019-3,Asia others,6719,8.039877794,0.437537159,2759,547,241,402,2770
2019-3,USA,84275,5.239825672,5.487936308,65448,400,2221,190,16016
2019-3,Canada,18670,-0.865502044,1.215778948,14313,42,38,37,4240
2019-3,Brazil,1673,4.693366708,0.108944734,1250,19,15,21,368
2019-3,Mexico,2201,-3.633975482,0.14332777,1663,7,1,18,512
2019-3,America others,3208,13.19689485,0.208902992,2299,22,27,79,781
2019-3,Russia,27992,8.778611122,1.82282187,20692,141,13,182,6964
2019-3,UK,12813,4.536183405,0.834374701,11064,126,13,50,1560
2019-3,Germany,11142,-0.863066109,0.725560206,9496,219,29,106,1292
2019-3,France,7469,5.167558434,0.486376699,5824,274,60,245,1066
2019-3,Italy,3583,1.071932299,0.233322762,2931,64,10,33,545
2019-3,Netherland,2898,8.783783784,0.188715982,2219,47,12,20,600
2019-3,Ukraine,2368,4.732419284,0.154202708,630,95,6,17,1620
2019-3,Spain,2007,-11.50793651,0.130694609,1675,21,10,36,265
2019-3,Romania,1044,7.628865979,0.06798464,494,5,3,2,540
2019-3,Norway,858,-39.0625,0.055872434,723,37,1,24,73
2019-3,Sweden,1458,-14.03301887,0.094944066,1261,30,9,47,111
2019-3,Poland,1960,12.06403659,0.127633998,1264,8,1,21,666
2019-3,Swiss,1224,-18.34556371,0.079706129,1054,13,1,21,135
2019-3,Portugal,824,-16.08961303,0.053658375,686,2,0,8,128
2019-3,Austria,911,-15.09785648,0.059323761,740,9,0,5,157
2019-3,Finland,1082,-9.304274937,0.070459176,641,17,3,15,406
2019-3,Belgium,1400,31.45539906,0.091167141,1161,16,20,9,194
2019-3,Croatia,489,-25.57077626,0.03184338,211,11,1,3,263
2019-3,Greece,803,-10.6785317,0.052290867,509,13,10,1,270
2019-3,Bulgaria,455,-7.894736842,0.029629321,212,3,1,3,236
2019-3,Denmark,1001,-13.78122308,0.065184506,813,11,5,10,162
2019-3,Ireland,724,-3.466666667,0.047146436,587,7,2,5,123
2019-3,Europe others,3300,2.262163,0.214893976,2105,31,18,67,1079
2019-3,Austrailia,12263,14.68250257,0.798559038,10769,99,31,13,1351
2019-3,New Zealand,2451,3.855932203,0.159607617,1800,24,4,2,621
2019-3,Oceania others,430,13.75661376,0.028001336,331,2,6,2,89
2019-3,South Africa,945,19.01763224,0.06153782,488,5,2,6,444
2019-3,Africa others,3798,16.28903858,0.24732343,1267,831,87,259,1354
2019-3,Stateless,57,3.636363636,0.003711805,38,2,0,0,17
2019-3,Overseas Korean,19225,-18.8681634,1.251920208,0,0,0,0,19225
2019-4,China,493250,34.54572236,30.16697797,410542,3575,362,9959,68812
2019-4,Japan,290092,35.65018962,17.74191378,283101,1584,126,333,4948
2019-4,Taiwan,113072,7.506393983,6.915439499,111505,73,13,147,1334
2019-4,Hong Kong,76104,14.38534261,4.654491011,75074,47,2,90,891
2019-4,Macao,4310,4.535532379,0.263597922,4292,1,1,3,13
2019-4,Phillipines,66525,35.6186166,4.068643101,43794,228,167,45,22291
2019-4,Indonesia,31427,12.58911618,1.922063085,22596,225,207,54,8345
2019-4,Thailand,69726,7.734857849,4.264415014,61999,53,401,55,7218
2019-4,Vietnam,63169,24.52737201,3.863391447,51939,1271,283,1284,8392
2019-4,India,12933,21.53932901,0.790977245,4088,3039,53,75,5678
2019-4,Malaysia,43726,4.770576255,2.674265137,40894,120,4,27,2681
2019-4,Singapore,23307,10.30288689,1.425447046,21814,116,1,19,1357
2019-4,Mongolia,7582,-0.328644669,0.463712168,6389,83,299,248,563
2019-4,Uzbekistan,7378,3.289934201,0.451235608,3270,651,4,109,3344
2019-4,Myanmar,7272,-1.195652174,0.444752689,2716,13,62,17,4464
2019-4,*GCC,3265,32.34698014,0.199686129,3115,24,17,34,75
2019-4,Kazakhstan,4618,-3.731498853,0.282435082,3129,20,11,17,1441
2019-4,Turkey,2826,-15.10964254,0.17283706,1687,12,142,13,972
2019-4,Cambodia,5325,34.81012658,0.325674927,2028,63,112,18,3104
2019-4,Sri Lanka,1478,5.571428571,0.090393905,313,72,6,8,1079
2019-4,Bangladesh,1318,7.767784137,0.080608367,275,137,125,49,732
2019-4,Pakistan,1218,7.597173145,0.074492406,361,315,36,66,440
2019-4,Israel,2221,17.95007966,0.135835495,2161,11,0,2,47
2019-4,Iran,298,-54.50381679,0.018225564,148,79,5,12,54
2019-4,Asia others,6762,11.62099703,0.413561287,3247,484,200,64,2767
2019-4,USA,102524,14.9256241,6.270327926,83521,352,3763,113,14775
2019-4,Canada,21361,15.03581238,1.306430444,17275,44,43,15,3984
2019-4,Brazil,2212,22.68441486,0.135285059,1752,15,16,5,424
2019-4,Mexico,3298,39.98302207,0.201704396,2722,7,7,15,547
2019-4,America others,4422,25.34013605,0.270447798,3292,34,44,19,1033
2019-4,Russia,34205,9.235780666,2.091964483,25342,166,25,41,8631
2019-4,UK,16707,25.02432089,1.021793616,14760,141,19,18,1769
2019-4,Germany,12873,17.84145002,0.787307668,10819,212,28,84,1730
2019-4,France,11616,14.17338313,0.710430038,10034,224,40,164,1154
2019-4,Italy,4381,5.642633229,0.267940254,3238,46,18,12,1067
2019-4,Netherland,4089,23.83403998,0.250081648,3452,48,8,12,569
2019-4,Ukraine,2574,13.84343211,0.157424838,799,76,7,8,1684
2019-4,Spain,2678,32.44312562,0.163785437,2314,20,14,29,301
2019-4,Romania,1323,15.54585153,0.080914165,721,6,3,1,592
2019-4,Norway,1489,48.01192843,0.09106666,1382,29,3,8,67
2019-4,Sweden,2188,17.6344086,0.133817228,2007,18,16,22,125
